PRIM_STATE,NAICS_TITLE,OCC_TITLE,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90
FL,Cross-industry,Transportation and Material Moving Occupations,22690,27820,31150,42970,60110
US,Manufacturing,"Librarians, Curators, and Archivists",23940,36750,61210,79400,101870
US,Accommodation and Food Services,Construction and Extraction Occupations,29780,37640,47730,61040,77000
US,Educational Services,"Supervisors of Farming, Fishing, and Forestry Workers",36910,41040,51720,61760,78490
WI,Cross-industry,Food Preparation and Serving Related Occupations,17790,19520,23650,29820,37610
US,Retail Trade,Air Transportation Workers,58350,62950,96910,113370,172960
SC,Cross-industry,Food Preparation and Serving Related Occupations,17400,18230,22660,28690,36360
CO,Cross-industry,Architecture and Engineering Occupations,48510,63110,95130,126460,162820
WV,Cross-industry,Community and Social Service Occupations,28890,30560,38260,48570,61330
KY,Cross-industry,Educational Instruction and Library Occupations,23850,37310,48770,61220,76700
US,Construction,Other Production Occupations,29420,35830,41610,50750,71080
US,Real Estate and Rental and Leasing,"Electrical and Electronic Equipment Mechanics, Installers, and Repairers",34550,37770,47590,59550,63140
RI,Cross-industry,Business and Financial Operations Occupations,47240,60970,79330,101760,131620
KS,Cross-industry,Community and Social Service Occupations,29170,36670,45150,50710,63550
WY,Cross-industry,Architecture and Engineering Occupations,46400,59820,77530,100290,128570
US,Cross-industry,Printing Workers,27400,30070,37710,47500,59710
US,"Arts, Entertainment, and Recreation",Legal Support Workers,43310,46650,59670,73300,97860
OH,Cross-industry,Healthcare Practitioners and Technical Occupations,36930,47820,62490,80130,128380
US,Real Estate and Rental and Leasing,Communications Equipment Operators,25460,29300,35570,36480,36540
US,"Professional, Scientific, and Technical Services",Healthcare Practitioners and Technical Occupations,29270,36680,47660,93660,128570
LA,Cross-industry,"Farming, Fishing, and Forestry Occupations",22740,26910,36810,46850,60080
NM,Cross-industry,Management Occupations,47030,63430,95040,126080,190060
WV,Cross-industry,Protective Service Occupations,22560,25780,37160,47900,61130
US,Other Services (except Public Administration),Legal Support Workers,37080,46500,59180,76060,93270
NM,Cross-industry,Protective Service Occupations,25060,31470,42910,60040,77200
PA,Cross-industry,Architecture and Engineering Occupations,47240,60750,78230,101120,128640
RI,Cross-industry,"Arts, Design, Entertainment, Sports, and Media Occupations",30840,47520,62170,80580,107280
US,"Agriculture, Forestry, Fishing and Hunting",Office and Administrative Support Occupations,23490,29230,36760,46740,59770
IL,Cross-industry,Office and Administrative Support Occupations,27350,30280,38210,49340,65500
ND,Cross-industry,Computer and Mathematical Occupations,38090,48690,69010,92980,104960
SD,Cross-industry,Management Occupations,47460,74050,97930,127960,168320
US,"Arts, Entertainment, and Recreation",Business Operations Specialists,30470,38880,56560,77750,106440
US,Real Estate and Rental and Leasing,Architecture and Engineering Occupations,50130,61340,77450,98680,125920
US,"Professional, Scientific, and Technical Services",Food Preparation and Serving Related Occupations,18820,20560,27640,38240,50760
US,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",Woodworkers,36330,47630,54100,60300,68490
US,"Arts, Entertainment, and Recreation",Other Office and Administrative Support Workers,22660,28310,30560,42900,48570
NE,Cross-industry,Educational Instruction and Library Occupations,28600,37100,50300,75120,82330
OR,Cross-industry,Computer and Mathematical Occupations,48720,63290,96300,127110,157380
US,Other Services (except Public Administration),Other Construction and Related Workers,32370,37540,48370,76140,121520
CT,Cross-industry,Healthcare Practitioners and Technical Occupations,46340,60780,79100,101650,163360
AR,Cross-industry,Protective Service Occupations,23580,29160,37160,47310,60500
US,Real Estate and Rental and Leasing,"Counselors, Social Workers, and Other Community and Social Service Specialists",28750,34990,38520,48750,58060
US,Transportation and Warehousing,Material Moving Workers,28820,30210,37510,45450,48550
CO,Cross-industry,Sales and Related Occupations,28500,29540,37250,61380,100730
US,Management of Companies and Enterprises,Supervisors of Food Preparation and Serving Workers,32070,37010,48620,62620,77200
US,Accommodation and Food Services,Financial Specialists,36240,47630,61070,79200,101760
US,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",Agricultural Workers,29120,35260,45140,55330,68180
US,Management of Companies and Enterprises,Art and Design Workers,43880,57600,76360,98970,127110
US,Wholesale Trade,Food and Beverage Serving Workers,18370,20320,24030,32460,37970
DC,Cross-industry,Educational Instruction and Library Occupations,32930,47630,75150,97660,124590
MT,Cross-industry,Architecture and Engineering Occupations,39270,58780,75230,80550,107520
AL,Cross-industry,"Arts, Design, Entertainment, Sports, and Media Occupations",22480,29230,38600,60560,79690
US,Retail Trade,Supervisors of Protective Service Workers,47040,50240,60970,64460,81330
US,"Agriculture, Forestry, Fishing and Hunting",Food Processing Workers,23300,29020,32050,38310,43380
US,Real Estate and Rental and Leasing,Entertainment Attendants and Related Workers,18430,20910,26660,30480,43890
SD,Cross-industry,"Life, Physical, and Social Science Occupations",31510,38920,54480,71120,90400
US,"Arts, Entertainment, and Recreation",Top Executives,35700,47570,74080,104980,170010
VT,Cross-industry,Educational Instruction and Library Occupations,29200,36620,48830,75500,94020
US,Cross-industry,Other Educational Instruction and Library Occupations,22360,27570,30460,46460,61940
OR,Cross-industry,Office and Administrative Support Occupations,29310,36230,40100,48600,61280
US,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",Postsecondary Teachers,37850,47840,52000,64480,83200
US,Other Services (except Public Administration),Other Transportation Workers,21520,23500,29410,31690,37890
US,Information,"Other Installation, Maintenance, and Repair Occupations",37750,46880,62380,80190,98910
US,"Arts, Entertainment, and Recreation",Supervisors of Production Workers,38320,48920,60360,70720,98070
US,Administrative and Support and Waste Management and Remediation Services,"Life, Physical, and Social Science Technicians",29790,36750,44360,56080,74460
US,Educational Services,"Helpers, Construction Trades",28980,30100,37840,47400,53590
US,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",Communications Equipment Operators,29000,35260,38670,47730,60610
US,Administrative and Support and Waste Management and Remediation Services,Entertainment Attendants and Related Workers,17560,19760,25510,29520,34150
US,Cross-industry,Healthcare Diagnosing or Treating Practitioners,59640,63870,81270,125510,195140
US,Retail Trade,Other Construction and Related Workers,28670,32650,39160,48740,65320
AK,Cross-industry,Transportation and Material Moving Occupations,29170,35820,46060,61760,98450
US,"Arts, Entertainment, and Recreation",Office and Administrative Support Occupations,21510,24380,29920,39250,50300
US,Cross-industry,Supervisors of Protective Service Workers,40290,51790,77290,100750,129090
NH,Cross-industry,Protective Service Occupations,29370,37430,50750,65980,81640
MA,Cross-industry,Community and Social Service Occupations,30840,38390,48960,64060,81690
CO,Cross-industry,Personal Care and Service Occupations,27090,28730,30450,40440,59540
SC,Cross-industry,"Arts, Design, Entertainment, Sports, and Media Occupations",23390,30020,40430,60550,79750
AK,Cross-industry,"Installation, Maintenance, and Repair Occupations",36970,47230,61020,79450,99680
US,Retail Trade,"Sales Representatives, Services",28950,35460,46200,50780,76990
US,Finance and Insurance,"Architects, Surveyors, and Cartographers",80180,125880,160800,162980,181100
US,Educational Services,Other Healthcare Support Occupations,28990,30720,38130,47760,59190
US,Cross-industry,Art and Design Workers,28680,34930,48220,75770,102160
US,Wholesale Trade,Healthcare Practitioners and Technical Occupations,29730,37230,55690,121630,144390
US,Finance and Insurance,Construction and Extraction Occupations,29700,38170,62580,95250,144140
TX,Cross-industry,"Life, Physical, and Social Science Occupations",36420,48170,64420,85220,122270
US,Wholesale Trade,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",35330,40010,48960,61460,76220
US,Health Care and Social Assistance,Animal Care and Service Workers,19670,24170,29610,37370,46820
US,Health Care and Social Assistance,Plant and System Operators,48280,60110,65130,81130,119530
VT,Cross-industry,Production Occupations,29030,31190,37920,48340,61920
SD,Cross-industry,"Farming, Fishing, and Forestry Occupations",23570,28880,30210,37280,47790
US,"Arts, Entertainment, and Recreation",Financial Clerks,23220,29380,37180,47530,60050
US,Health Care and Social Assistance,Supervisors of Transportation and Material Moving Workers,30510,38070,48180,61640,77960
US,"Mining, Quarrying, and Oil and Gas Extraction",Transportation and Material Moving Occupations,33860,38730,48780,62920,80120
US,Information,Supervisors of Food Preparation and Serving Workers,24700,30070,36590,46730,60630
US,Information,Engineers,75230,80530,102280,130600,164980
AK,Cross-industry,Personal Care and Service Occupations,23190,28240,30720,46210,60830
US,Health Care and Social Assistance,Media and Communication Workers,33770,39380,50400,66200,81960
US,Educational Services,Food Preparation and Serving Related Occupations,19570,23810,29790,37150,45220
US,Real Estate and Rental and Leasing,Cooks and Food Preparation Workers,22880,27100,31600,37810,42760
US,Real Estate and Rental and Leasing,Sales and Related Occupations,24140,29700,37920,59240,81830
RI,Cross-industry,Transportation and Material Moving Occupations,24950,29770,37480,48090,61220
US,Manufacturing,"Life, Physical, and Social Science Occupations",38430,48820,64740,95260,124780
US,Cross-industry,Funeral Service Workers,23350,28780,36490,48890,73580
US,Finance and Insurance,Healthcare Support Occupations,28200,30340,38550,50970,60200
US,Educational Services,"Electrical and Electronic Equipment Mechanics, Installers, and Repairers",37770,47470,59540,62890,77970
OH,Cross-industry,Community and Social Service Occupations,29590,37300,47660,60910,77290
US,Information,Printing Workers,23720,29760,37630,47700,59970
US,Health Care and Social Assistance,Transportation and Material Moving Occupations,22440,26020,30310,38060,48370
US,"Arts, Entertainment, and Recreation","Farming, Fishing, and Forestry Occupations",23030,26930,31110,40660,57900
IA,Cross-industry,Personal Care and Service Occupations,17770,21800,24190,31420,46920
NJ,Cross-industry,Personal Care and Service Occupations,24960,27600,29760,40160,60280
CA,Cross-industry,"Farming, Fishing, and Forestry Occupations",29120,29400,29740,33510,43590
KY,Cross-industry,Legal Occupations,36750,46240,62700,101340,140880
US,Management of Companies and Enterprises,Retail Sales Workers,18240,23700,29850,38960,58830
PA,Cross-industry,"Farming, Fishing, and Forestry Occupations",18950,27820,34330,45590,58010
US,Health Care and Social Assistance,Cooks and Food Preparation Workers,22540,25030,30050,36680,42030
US,Management of Companies and Enterprises,"Arts, Design, Entertainment, Sports, and Media Occupations",45470,60270,77200,99010,127390
FL,Cross-industry,Personal Care and Service Occupations,19930,22840,28120,35840,47750
US,Health Care and Social Assistance,"Farming, Fishing, and Forestry Occupations",23540,29120,30000,36100,46960
